# x[m],y[m]
-4.708009,5.663645
-4.658009,5.613645
-4.608009,5.563645
-4.558009,5.513645
-4.508009,5.463645
-4.458009,5.413645
-4.408009,5.363645
-4.358009,5.313645
-4.308009,5.263645
-4.258009,5.213645
-4.208009,5.163645
-4.158009,5.113645
-4.108009,5.063645
-4.058009,5.013645
-4.008009,5.013645
-3.958009,5.013645
-3.908009,5.013645
-3.858009,5.013645
-3.808009,4.963645
-3.758009,4.963645
-3.708009,4.913645
-3.658009,4.913645
-3.608009,4.863645
-3.558009,4.863645
-3.508009,4.813645
-3.458009,4.763645
-3.408009,4.713645
-3.358009,4.663645
-3.308009,4.613645
-3.258009,4.563645
-3.208009,4.513645
-3.158009,4.463645
-3.108009,4.413645
-3.058009,4.363645
-3.008009,4.313645
-2.958009,4.263645
-2.908009,4.213645
-2.858009,4.163645
-2.808009,4.113645
-2.758009,4.063645
-2.708009,4.013645
-2.658009,3.963645
-2.608009,3.913645
-2.558009,3.863645
-2.508009,3.813645
-2.458009,3.763645
-2.408009,3.713645
-2.358009,3.663645
-2.308009,3.613645
-2.258009,3.563645
-2.208009,3.513645
-2.158009,3.463645
-2.108009,3.413645
-2.058009,3.363645
-2.008009,3.313645
-1.958009,3.263645
-1.908009,3.213645
-1.858009,3.163645
-1.808009,3.113645
-1.758009,3.063645
-1.708009,3.013645
-1.658009,2.963645
-1.608009,2.913645
-1.558009,2.863645
-1.508009,2.813645
-1.458009,2.763645
-1.408009,2.713645
-1.358009,2.663645
-1.308009,2.613645
-1.258009,2.563645
-1.208009,2.513645
-1.158009,2.463645
-1.108009,2.413645
-1.108009,2.363645
-1.108009,2.313645
-1.108009,2.263645
-1.058009,2.213645
-1.008009,2.163645
-1.008009,2.113645
-1.008009,2.063645
-1.008009,2.013645
-0.958009,1.963645
-0.908009,1.913645
-0.908009,1.863645
-0.908009,1.813645
-0.858009,1.763645
-0.808009,1.713645
-0.758009,1.663645
-0.708009,1.613645
-0.658009,1.563645
-0.608009,1.513645
-0.558009,1.463645
-0.508009,1.413645
-0.458009,1.363645
-0.408009,1.313645
-0.358009,1.263645
-0.308009,1.213645
-0.258009,1.163645
-0.208009,1.113645
-0.158009,1.063645
-0.108009,1.013645
-0.058009,0.963645
-0.008009,0.913645
-0.008009,0.863645
-0.008009,0.813645
-0.008009,0.763645
-0.008009,0.713645
-0.008009,0.663645
-0.008009,0.613645
-0.008009,0.563645
-0.008009,0.513645
-0.008009,0.463645
-0.008009,0.413645
-0.008009,0.363645
-0.008009,0.313645
-0.008009,0.263645
-0.008009,0.213645
-0.008009,0.163645
-0.008009,0.113645
-0.008009,0.063645
-0.008009,0.013645
